,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
6945,1,7,1985,1998,3977,6085,8701,39
6920,1,7,1985,1842,3745,5777,8681,39
6906,0,1,1985,1896,3920,5991,8673,39
6898,0,1,1985,1930,3948,6022,8670,39
6835,1,7,1985,1954,4013,6072,8626,39
6790,0,1,1985,1756,3566,5639,8583,39
6773,0,1,1985,2128,4116,6141,8569,39
6764,0,1,1985,1895,3812,5868,8565,39
6732,0,1,1985,1853,3677,5809,8532,39
6705,0,1,1985,1764,3742,5873,8510,39
6689,1,7,1985,1868,3878,5936,8496,39
6674,1,7,1985,1903,3830,5844,8485,39
6669,1,7,1985,1977,3940,5997,8482,39
6661,1,7,1985,1950,3884,5914,8476,39
6660,1,7,1985,1867,3778,5734,8476,39
6552,1,7,1985,1582,3322,5441,8398,39
6547,0,1,1985,1931,3927,5921,8396,39
6546,1,7,1985,1795,3638,5636,8394,39
6485,0,1,1985,1818,3690,5690,8346,39
6423,1,7,1985,1778,3659,5679,8297,39
6280,1,7,1985,1618,3356,5265,8204,39
6273,0,1,1985,1845,3620,5595,8197,39
6269,1,7,1985,1766,3599,5539,8196,39
6253,1,7,1985,1868,3755,5736,8184,39
6171,0,1,1985,1866,3727,5659,8125,39
6151,1,7,1985,1969,3853,5749,8111,39
6135,0,1,1985,1782,3636,5586,8097,39
6123,0,1,1985,1806,3734,5695,8093,39
6112,0,1,1985,1832,3701,5673,8088,39
6077,1,7,1985,1768,3575,5463,8071,39
6054,0,1,1985,1924,3792,5673,8058,39
6050,1,7,1985,1828,3627,5510,8054,39
6027,0,1,1985,1741,3465,5494,8041,39
5986,0,1,1985,1949,3801,5678,8024,39
5982,1,7,1985,1947,3799,5656,8022,39
5922,0,1,1985,1891,3744,5667,7991,39
5869,1,7,1985,1776,3608,5490,7967,39
5864,0,1,1985,1764,3530,5440,7966,39
5792,0,1,1985,1759,3507,5355,7932,39
5764,1,7,1985,1862,3690,5580,7917,39
5746,0,1,1985,1838,3682,5567,7907,39
5700,1,7,1985,1901,3681,5543,7882,39
5696,1,7,1985,1641,3318,5154,7881,39
5677,1,7,1985,1846,3656,5523,7870,39
5662,0,1,1985,1807,3574,5434,7862,39
5635,1,7,1985,1629,3267,5070,7845,39
5608,1,7,1985,1817,3596,5397,7830,39
5586,1,7,1985,1848,3596,5450,7822,39
5577,1,7,1985,1803,3597,5471,7816,39
5575,0,1,1985,1764,3579,5428,7815,39
5539,0,1,1985,1774,3572,5416,7801,39
5535,1,7,1985,1715,3478,5340,7799,39
5534,1,7,1985,1681,3383,5247,7799,39
5526,0,1,1985,1864,3745,5609,7795,39
5513,0,1,1985,1810,3594,5467,7790,39
5425,1,7,1985,1586,3257,5124,7751,39
5407,1,7,1985,1708,3469,5388,7739,39
5400,1,7,1985,1664,3327,5065,7737,39
5381,1,7,1985,1774,3528,5355,7731,39
5369,1,7,1985,1820,3598,5426,7725,39
5357,0,1,1985,1692,3465,5313,7718,39
5333,1,7,1985,1759,3539,5384,7707,39
5329,1,7,1985,1680,3331,5029,7705,39
5311,1,7,1985,1772,3526,5350,7698,39
5276,0,1,1985,1788,3586,5421,7684,39
5264,1,7,1985,1740,3421,5248,7679,39
5254,1,7,1985,1518,3110,5007,7673,39
5174,1,7,1985,1719,3539,5340,7640,39
5129,1,7,1985,1801,3557,5367,7619,39
5097,0,1,1985,1762,3488,5282,7599,39
5078,0,1,1985,1762,3496,5285,7592,39
5072,1,7,1985,1674,3420,5272,7589,39
5050,1,7,1985,1623,3277,5061,7580,39
4976,1,7,1985,1623,3355,5196,7548,39
4950,0,1,1985,1772,3513,5334,7537,39
4936,0,1,1985,1697,3405,5199,7531,39
4914,1,7,1985,1665,3322,5133,7521,39
4909,1,7,1985,1736,3481,5264,7520,39
4883,1,7,1985,1724,3434,5222,7514,39
4864,1,7,1985,1641,3328,5123,7508,39
4817,1,7,1985,1775,3457,5218,7488,39
4816,1,7,1985,1582,3246,5063,7487,39
4761,1,7,1985,1768,3474,5235,7466,39
4742,1,7,1985,1713,3416,5155,7460,39
4741,1,7,1985,1714,3418,5155,7459,39
4709,1,7,1985,1929,3726,5501,7447,39
4698,1,7,1985,1687,3388,5111,7444,39
4675,1,7,1985,1583,3227,5015,7433,39
4666,1,7,1985,1640,3268,5043,7432,39
4638,1,7,1985,1694,3397,5174,7420,39
4563,1,7,1985,1720,3449,5211,7388,39
4559,0,1,1985,1630,3316,5101,7387,39
4493,0,1,1985,1747,3458,5190,7358,39
4471,1,7,1985,1706,3422,5193,7350,39
4469,1,7,1985,1531,3221,5047,7348,39
4444,1,7,1985,1742,3413,5151,7340,39
4441,1,7,1985,1440,3067,4879,7338,39
4440,1,7,1985,1681,3381,5145,7338,39
4417,1,7,1985,1664,3297,5023,7330,39
4382,1,7,1985,1747,3439,5153,7315,39
4330,0,1,1985,1663,3325,5047,7295,39
4284,1,7,1985,1727,3361,5039,7281,39
4278,1,7,1985,1759,3469,5165,7280,39
4266,0,1,1985,1628,3269,4996,7275,39
4242,1,7,1985,1635,3271,4946,7266,39
4211,1,7,1985,1534,3081,4853,7254,39
4208,0,1,1985,1708,3366,5089,7253,39
4119,1,7,1985,1706,3408,5168,7224,39
4113,1,7,1985,1576,3179,4873,7221,39
4095,0,1,1985,1657,3313,5057,7216,39
4093,0,1,1985,1675,3338,5080,7216,39
4091,1,7,1985,1546,3157,4934,7215,39
4069,0,1,1985,1646,3332,5060,7209,39
4041,1,7,1985,1710,3371,5034,7200,39
4011,1,7,1985,1478,2971,4782,7191,39
3992,1,7,1985,1671,3312,5057,7185,39
3982,0,1,1985,1673,3301,4971,7181,39
3929,1,7,1985,1569,3161,4862,7166,39
3884,1,7,1985,1607,3240,4899,7156,39
3794,0,1,1985,1602,3206,4941,7130,39
3787,0,1,1985,1636,3275,4972,7128,39
3768,1,7,1985,1721,3373,5079,7123,39
3767,0,1,1985,1721,3373,5079,7122,39
3668,0,1,1985,1609,3199,4882,7091,39
3653,0,1,1985,1621,3231,4924,7084,39
3620,1,7,1985,1609,3244,4934,7074,39
3606,1,7,1985,1601,3202,4906,7069,39
3603,0,1,1985,1627,3262,4964,7068,39
3575,1,7,1985,1544,3105,4773,7060,39
3543,1,7,1985,1634,3275,4947,7052,39
3538,1,7,1985,1662,3286,4955,7050,39
3528,1,7,1985,1578,3158,4792,7048,39
3492,1,7,1985,1869,3678,5139,7039,39
3472,0,1,1985,1575,3169,4828,7032,39
3448,0,1,1985,1633,3239,4899,7019,39
3447,0,1,1985,1612,3214,4892,7019,39
3403,1,7,1985,1766,3297,4922,7005,39
3349,1,7,1985,1637,3238,4838,6992,39
3348,1,7,1985,1687,3331,5037,6991,39
3347,1,7,1985,1563,3124,4757,6991,39
3331,0,1,1985,1518,3078,4756,6983,39
3289,0,1,1985,1570,3152,4821,6972,39
3236,1,7,1985,1490,3178,4797,6951,39
3235,1,7,1985,1557,3124,4767,6951,39
3231,1,7,1985,1616,3191,4857,6950,39
3223,1,7,1985,1551,3092,4772,6948,39
3167,0,1,1985,1608,3208,4873,6924,39
3133,0,1,1985,1600,3187,4830,6908,39
3065,0,1,1985,1467,2945,4624,6887,39
2988,1,7,1985,1444,2941,4582,6859,39
2952,0,1,1985,1549,3129,4788,6850,39
2899,1,7,1985,1543,3158,4813,6832,39
2892,1,7,1985,1433,2826,4367,6827,39
2871,1,7,1985,1566,3135,4770,6818,39
2857,1,7,1985,1441,2920,4540,6814,39
2851,1,7,1985,1569,3139,4780,6812,39
2698,1,7,1985,1551,3097,4693,6748,39
2618,1,7,1985,1448,2934,4511,6717,39
2589,1,7,1985,1531,3060,4643,6704,39
2552,1,7,1985,1474,2970,4557,6691,39
2522,1,7,1985,1525,3055,4669,6680,39
2492,1,7,1985,1550,3096,4704,6667,39
2455,1,7,1985,1527,3016,4562,6648,39
2432,1,7,1985,1575,3130,4747,6639,39
2375,1,7,1985,1467,2936,4500,6622,39
2362,1,7,1985,1539,3066,4632,6616,39
2337,1,7,1985,1534,3062,4646,6610,39
2280,1,7,1985,1535,3063,4647,6595,39
2277,1,7,1985,1484,2955,4504,6594,39
2231,1,7,1985,1423,2889,4486,6576,39
2227,1,7,1985,1455,2941,4497,6575,39
2210,1,7,1985,1481,2964,4535,6569,39
2208,1,7,1985,1487,2974,4533,6568,39
2205,0,1,1985,1490,2990,4556,6567,39
2154,1,7,1985,1452,2868,4385,6550,39
2113,1,7,1985,1499,2975,4494,6535,39
2092,1,7,1985,1581,3121,4621,6530,39
2073,0,1,1985,1424,2905,4494,6523,39
2047,1,7,1985,1425,2900,4461,6515,39
2022,1,7,1985,1564,3060,4608,6505,39
2021,1,7,1985,1468,2906,4459,6504,39
1949,0,1,1985,1463,2911,4459,6481,39
1915,0,1,1985,1490,2970,4501,6461,39
1914,1,7,1985,1581,3101,4646,6461,39
1884,1,7,1985,1451,2932,4467,6450,39
1788,1,7,1985,1455,2863,4369,6406,39
1783,1,7,1985,1470,2939,4518,6402,39
1763,1,7,1985,1467,2968,4533,6395,39
1748,1,7,1985,1413,2853,4366,6386,39
1689,1,7,1985,1455,2901,4432,6364,39
1688,1,7,1985,1485,2934,4445,6364,39
1653,1,7,1985,1455,2887,4389,6351,39
1649,1,7,1985,1461,2915,4434,6350,39
1557,1,7,1985,1252,2545,4027,6314,39
1556,1,7,1985,1497,2964,4468,6312,39
1445,1,7,1985,1478,2908,4405,6263,39
1439,0,1,1985,1418,2821,4327,6259,39
1415,1,7,1985,1451,2876,4353,6250,39
1411,1,7,1985,1432,2847,4322,6246,39
1400,0,1,1985,1442,2886,4388,6243,39
1394,1,7,1985,1376,2757,4252,6242,39
1385,1,7,1985,1463,2881,4348,6238,39
1360,1,7,1985,1306,2709,4212,6229,39
1296,1,7,1985,1479,2922,4388,6207,39
1276,1,7,1985,1444,2864,4331,6197,39
1260,1,7,1985,1456,2898,4361,6188,39
1220,1,7,1985,1278,2592,4064,6165,39
1200,1,7,1985,1366,2738,4213,6153,39
1186,1,7,1985,1425,2823,4265,6147,39
1177,1,7,1985,1339,2725,4245,6143,39
1167,0,1,1985,1418,2825,4273,6137,39
1163,1,7,1985,1418,2809,4263,6136,39
1157,1,7,1985,1512,2938,4378,6132,39
1089,1,7,1985,1414,2814,4244,6093,39
1064,1,7,1985,1337,2755,4208,6081,39
1026,0,1,1985,1440,2821,4251,6053,39
1004,1,7,1985,1334,2673,4118,6042,39
999,1,7,1985,1425,2812,4250,6036,39
973,1,7,1985,1394,2793,4230,6016,39
893,1,7,1985,1304,2610,4007,5972,39
872,1,7,1985,1377,2750,4172,5964,39
866,0,1,1985,1373,2732,4153,5961,39
856,1,7,1985,1369,2744,4186,5952,39
849,1,7,1985,1334,2706,4137,5947,39
842,1,7,1985,1438,2822,4221,5944,39
821,1,7,1985,1364,2718,4133,5929,39
787,0,1,1985,1397,2731,4133,5909,39
785,1,7,1985,1385,2746,4136,5907,39
765,1,7,1985,1383,2741,4154,5899,39
763,0,1,1985,1300,2638,4068,5897,39
761,1,7,1985,1349,2677,4119,5896,39
751,1,7,1985,1400,2729,4105,5890,39
745,1,7,1985,1368,2730,4153,5887,39
710,1,7,1985,1343,2694,4111,5861,39
692,1,7,1985,1372,2696,4071,5844,39
664,1,7,1985,1347,2679,4057,5812,39
652,1,7,1985,1341,2663,4034,5799,39
646,1,7,1985,1282,2556,3917,5793,39
638,1,7,1985,1272,2541,3953,5787,39
625,1,7,1985,1355,2664,4032,5776,39
617,1,7,1985,1253,2510,3893,5765,39
598,1,7,1985,1328,2627,3999,5736,39
575,1,7,1985,1301,2577,3921,5719,39
514,1,7,1985,1322,2616,3961,5654,39
425,1,7,1985,1256,2517,3861,5559,39
423,1,7,1985,1279,2525,3846,5552,39
413,1,7,1985,1264,2517,3815,5541,39
396,1,7,1985,1292,2536,3841,5516,39
377,1,7,1985,1281,2548,3831,5479,39
376,1,7,1985,1160,2359,3663,5479,39
372,1,7,1985,1266,2514,3814,5474,39
357,1,7,1985,1283,2540,3818,5454,39
344,1,7,1985,1295,2551,3826,5437,39
307,1,7,1985,1267,2499,3786,5388,39
296,1,7,1985,1250,2485,3785,5379,39
279,1,7,1985,1250,2480,3780,5362,39
197,1,7,1985,1247,2439,3664,5252,39
115,1,7,1985,1149,2318,3547,5080,39
90,1,7,1985,1127,2246,3426,4983,39
86,1,7,1985,1140,2261,3433,4973,39
69,1,7,1985,1132,2261,3420,4898,39
24,0,1,1985,1038,2080,3188,4614,39
18354,0,2,1984,2451,5046,7841,11366,40
18307,1,8,1984,2399,4812,7502,10838,40
18302,1,8,1984,2180,5255,7861,10829,40
18301,0,2,1984,2323,4745,7339,10825,40
18266,0,2,1984,2457,4888,7436,10661,40
18263,0,2,1984,2287,4665,7213,10644,40
18262,1,8,1984,2391,4813,7365,10631,40
18161,0,2,1984,2223,4552,7118,10287,40
18094,0,2,1984,2134,4284,6661,10095,40
17956,0,2,1984,2083,4296,6693,9798,40
17940,0,2,1984,1998,4236,6672,9769,40
17936,1,8,1984,1974,4128,6323,9764,40
17884,1,8,1984,2224,4286,6682,9684,40
17865,0,2,1984,2102,4316,6692,9664,40
17830,1,8,1984,2080,4267,6662,9623,40
17772,0,2,1984,2060,4340,6694,9556,40
17763,1,8,1984,2044,4127,6399,9543,40
17737,0,2,1984,2076,4073,6301,9510,40
17734,0,2,1984,2152,4264,6552,9493,40
17728,0,2,1984,2202,4338,6618,9484,40
17684,0,2,1984,2120,4212,6511,9425,40
17597,0,2,1984,2190,4278,6435,9318,40
17590,1,8,1984,2188,4275,6432,9314,40
17493,1,8,1984,1952,3887,6230,9218,40
17466,0,2,1984,1973,4068,6293,9188,40
17405,1,8,1984,1981,4014,6294,9123,40
17390,1,8,1984,1902,3900,6165,9114,40
17359,1,8,1984,2256,4373,6527,9088,40
17313,1,8,1984,1976,4045,6253,9040,40
17289,0,2,1984,2071,4096,6254,9027,40
17280,1,8,1984,1980,3995,6210,9022,40
17241,0,2,1984,1994,4004,6218,8994,40
17072,0,2,1984,1809,3856,6014,8880,40
17056,0,2,1984,2063,4059,6164,8867,40
16955,0,2,1984,1996,3942,6082,8813,40
16842,0,2,1984,2054,4103,6156,8732,40
16801,1,8,1984,1883,3823,5883,8701,40
16774,1,8,1984,1768,3667,5875,8686,40
16749,1,8,1984,1712,3512,5716,8669,40
16735,1,8,1984,2036,3950,5944,8663,40
16647,1,8,1984,1880,3837,5959,8612,40
16625,1,8,1984,1872,3768,5798,8597,40
16613,0,2,1984,1833,3731,5834,8588,40
16605,1,8,1984,1937,3799,5712,8582,40
16597,0,2,1984,2044,3988,6057,8577,40
16573,0,2,1984,1976,3852,5874,8564,40
16567,1,8,1984,2006,3952,5931,8562,40
16468,1,8,1984,1851,3738,5820,8513,40
16466,1,8,1984,1936,3868,5937,8513,40
16423,0,2,1984,1969,3948,6018,8493,40
16393,1,8,1984,1734,3540,5657,8474,40
16379,0,2,1984,1946,3901,5935,8466,40
16353,1,8,1984,1950,3866,5860,8453,40
16333,1,8,1984,1754,3533,5471,8446,40
16328,0,2,1984,1987,3929,5967,8444,40
16315,1,8,1984,1907,3881,5813,8437,40
16308,0,2,1984,1791,3664,5712,8432,40
16307,1,8,1984,1785,3518,5490,8432,40
16265,1,8,1984,1852,3769,5807,8413,40
16221,1,8,1984,1913,3822,5786,8394,40
16190,0,2,1984,1762,3557,5583,8380,40
16179,1,8,1984,1908,3792,5826,8373,40
16169,0,2,1984,1952,3812,5780,8368,40
16167,1,8,1984,2032,4005,6049,8367,40
16151,0,2,1984,1897,3853,5880,8356,40
16107,0,2,1984,1889,3768,5768,8336,40
16072,0,2,1984,1774,3591,5699,8322,40
16055,1,8,1984,1978,3849,5786,8313,40
16040,0,2,1984,1915,3742,5727,8306,40
16037,1,8,1984,1773,3571,5607,8304,40
15998,1,8,1984,1910,3759,5686,8286,40
15975,1,8,1984,1750,3549,5509,8276,40
15954,0,2,1984,1784,3608,5596,8268,40
15857,1,8,1984,1812,3547,5407,8222,40
15836,0,2,1984,1918,3808,5787,8217,40
15811,0,2,1984,1887,3783,5736,8207,40
15769,1,8,1984,1745,3508,5454,8190,40
15746,1,8,1984,1923,3812,5770,8180,40
15735,0,2,1984,2018,3876,5822,8177,40
15703,0,2,1984,1723,3455,5509,8166,40
15688,0,2,1984,1893,3774,5750,8159,40
15659,1,8,1984,1830,3683,5606,8148,40
15642,1,8,1984,1700,3376,5361,8140,40
15608,1,8,1984,1789,3635,5656,8124,40
15607,1,8,1984,1745,3497,5410,8123,40
15584,1,8,1984,1863,3670,5570,8114,40
15555,1,8,1984,1705,3402,5440,8104,40
15483,1,8,1984,2060,3897,5760,8070,40
15446,1,8,1984,1714,3425,5321,8055,40
15432,1,8,1984,1810,3603,5523,8049,40
15416,1,8,1984,1678,3397,5353,8044,40
15410,0,2,1984,1890,3703,5630,8040,40
15395,0,2,1984,1848,3671,5586,8034,40
15381,0,2,1984,1792,3596,5541,8029,40
15373,0,2,1984,1872,3692,5640,8025,40
15362,0,2,1984,1663,3455,5405,8021,40
15347,0,2,1984,1827,3668,5600,8017,40
15320,0,2,1984,1823,3640,5563,8004,40
15244,1,8,1984,1813,3538,5404,7971,40
15237,0,2,1984,1801,3602,5543,7968,40
15175,0,2,1984,1752,3510,5378,7944,40
15171,0,2,1984,1833,3658,5558,7943,40
15143,1,8,1984,1738,3459,5330,7932,40
15122,1,8,1984,1817,3647,5545,7924,40
15103,1,8,1984,1717,3493,5447,7918,40
15097,1,8,1984,1769,3489,5367,7914,40
15084,0,2,1984,1741,3498,5434,7908,40
15080,1,8,1984,1806,3523,5329,7906,40
15059,1,8,1984,1690,3401,5308,7902,40
15024,1,8,1984,1851,3619,5490,7890,40
15014,0,2,1984,1874,3655,5511,7886,40
15004,1,8,1984,1704,3453,5351,7882,40
14999,1,8,1984,1871,3702,5610,7880,40
14956,0,2,1984,1831,3577,5458,7868,40
14945,0,2,1984,1831,3597,5534,7865,40
14937,0,2,1984,1833,3590,5473,7863,40
14919,1,8,1984,1745,3471,5490,7859,40
14901,0,2,1984,1693,3421,5288,7852,40
14883,1,8,1984,1869,3759,5635,7845,40
14875,1,8,1984,1902,3684,5534,7842,40
14867,1,8,1984,1723,3438,5308,7839,40
14764,1,8,1984,1742,3532,5370,7808,40
14741,1,8,1984,1806,3558,5455,7801,40
14668,0,2,1984,1842,3636,5482,7777,40
14651,1,8,1984,1752,3493,5427,7772,40
14638,1,8,1984,1739,3513,5393,7768,40
14623,1,8,1984,1850,3614,5463,7764,40
14526,1,8,1984,1773,3505,5333,7727,40
14502,1,8,1984,1523,3132,5074,7720,40
14490,0,2,1984,1659,3402,5275,7716,40
14475,1,8,1984,1732,3470,5319,7714,40
14455,1,8,1984,1806,3584,5394,7704,40
14454,1,8,1984,1679,3362,5229,7704,40
14436,1,8,1984,1675,3357,5227,7700,40
14413,1,8,1984,1863,3665,5479,7691,40
14375,0,2,1984,1852,3618,5442,7678,40
14372,1,8,1984,1824,3559,5393,7677,40
14358,1,8,1984,1816,3605,5423,7673,40
14344,1,8,1984,1727,3403,5203,7668,40
14317,0,2,1984,1694,3414,5312,7659,40
14312,0,2,1984,1778,3512,5343,7657,40
14304,1,8,1984,1679,3307,5100,7654,40
14254,1,8,1984,1744,3452,5254,7640,40
14227,0,2,1984,1734,3470,5315,7634,40
14225,1,8,1984,1727,3459,5332,7634,40
14200,0,2,1984,1702,3413,5228,7623,40
14199,1,8,1984,1701,3412,5228,7623,40
14165,1,8,1984,1620,3310,5122,7614,40
14151,1,8,1984,1703,3395,5253,7610,40
14067,0,2,1984,1808,3539,5393,7580,40
14021,1,8,1984,1774,3499,5293,7566,40
13994,1,8,1984,1745,3461,5249,7559,40
13969,1,8,1984,1695,3327,5113,7553,40
13944,1,8,1984,1706,3380,5232,7547,40
13901,1,8,1984,1642,3280,5100,7533,40
13825,0,2,1984,1697,3407,5208,7513,40
13814,0,2,1984,1693,3376,5173,7510,40
13790,1,8,1984,1701,3366,5123,7502,40
13786,1,8,1984,1731,3423,5209,7500,40
13754,1,8,1984,1748,3419,5171,7490,40
13745,0,2,1984,1674,3345,5146,7486,40
13715,1,8,1984,1704,3372,5153,7478,40
13702,1,8,1984,1702,3393,5179,7471,40
13690,1,8,1984,1686,3343,5169,7466,40
13672,1,8,1984,1592,3286,5134,7457,40
13610,1,8,1984,1679,3353,5135,7433,40
13594,1,8,1984,1769,3471,5267,7428,40
13552,0,2,1984,1751,3462,5245,7413,40
13541,1,8,1984,1755,3442,5188,7406,40
13521,1,8,1984,1601,3207,4951,7397,40
13488,1,8,1984,1737,3419,5185,7384,40
13478,1,8,1984,1704,3328,5074,7383,40
13459,0,2,1984,1600,3269,5065,7377,40
13430,0,2,1984,1750,3421,5175,7370,40
13420,1,8,1984,1732,3403,5125,7367,40
13383,1,8,1984,1735,3416,5178,7354,40
13373,0,2,1984,1587,3224,5020,7352,40
13347,0,2,1984,1711,3424,5182,7344,40
13195,1,8,1984,1645,3319,5097,7289,40
13163,0,2,1984,1719,3401,5134,7278,40
13097,1,8,1984,1730,3342,5010,7263,40
13092,1,8,1984,1493,2932,4784,7261,40
13081,1,8,1984,1618,3338,5024,7259,40
13027,1,8,1984,1700,3402,5150,7240,40
13013,1,8,1984,1690,3347,5088,7235,40
12918,0,2,1984,1679,3328,5060,7209,40
12905,0,2,1984,1698,3409,5122,7206,40
12880,0,2,1984,1711,3357,5072,7202,40
12857,1,8,1984,1617,3319,5053,7197,40
12855,1,8,1984,1697,3348,5064,7197,40
12849,1,8,1984,1718,3349,5018,7196,40
12830,1,8,1984,1618,3263,5016,7192,40
12813,0,2,1984,1670,3309,5061,7189,40
12808,1,8,1984,1573,3208,4953,7188,40
12805,1,8,1984,1689,3315,5016,7188,40
12804,1,8,1984,1690,3345,5047,7188,40
12784,1,8,1984,1597,3194,4924,7184,40
12764,0,2,1984,1759,3421,5113,7182,40
12621,1,8,1984,1737,3400,5138,7153,40
12548,1,8,1984,1615,3191,4905,7135,40
12394,1,8,1984,1678,3303,4976,7097,40
12323,1,8,1984,1725,3365,5037,7082,40
12199,1,8,1984,1550,3057,4791,7051,40
12126,1,8,1984,1587,3212,4908,7032,40
12112,1,8,1984,1587,3161,4811,7027,40
12082,0,2,1984,1640,3228,4897,7021,40
12030,1,8,1984,1704,3350,5057,7005,40
12026,1,8,1984,1642,3250,4913,7005,40
12024,0,2,1984,1640,3203,4876,7005,40
12019,0,2,1984,1616,3217,4906,7002,40
11967,1,8,1984,1551,3133,4802,6992,40
11892,0,2,1984,1604,3144,4784,6969,40
11889,1,8,1984,1643,3224,4884,6968,40
11856,1,8,1984,1564,3115,4765,6961,40
11855,0,2,1984,1539,3106,4844,6961,40
11838,1,8,1984,1636,3220,4865,6958,40
11809,0,2,1984,1638,3199,4862,6951,40
11791,1,8,1984,1639,3213,4852,6947,40
11785,1,8,1984,1637,3236,4902,6946,40
11779,0,2,1984,1624,3210,4868,6945,40
11753,1,8,1984,1695,3294,4915,6936,40
11750,1,8,1984,1782,3411,5032,6935,40
11698,1,8,1984,1579,3167,4826,6924,40
11686,1,8,1984,1724,3327,4942,6922,40
11682,1,8,1984,1644,3213,4867,6921,40
11677,1,8,1984,1605,3197,4850,6920,40
11673,1,8,1984,1608,3181,4810,6918,40
11658,1,8,1984,1615,3106,4701,6915,40
11647,0,2,1984,1510,3012,4667,6913,40
11626,1,8,1984,1661,3249,4887,6907,40
11617,1,8,1984,1935,3382,4910,6906,40
11600,1,8,1984,1685,3294,4954,6901,40
11595,1,8,1984,1611,3183,4839,6899,40
11584,0,2,1984,1607,3153,4800,6895,40
11581,1,8,1984,1485,3015,4686,6894,40
11539,1,8,1984,1539,3078,4697,6883,40
11535,1,8,1984,1423,2875,4582,6881,40
11524,1,8,1984,1712,3307,4928,6879,40
11514,1,8,1984,1658,3237,4880,6876,40
11466,0,2,1984,1613,3199,4843,6863,40
11463,1,8,1984,1703,3260,4866,6861,40
11462,1,8,1984,1538,3085,4723,6860,40
11454,0,2,1984,1631,3185,4797,6859,40
11427,1,8,1984,1594,3084,4737,6850,40
11396,1,8,1984,1523,3022,4657,6842,40
11375,0,2,1984,1624,3192,4805,6835,40
11354,0,2,1984,1653,3199,4791,6828,40
11320,0,2,1984,1594,3150,4800,6820,40
11294,1,8,1984,1518,3022,4624,6812,40
11239,1,8,1984,1625,3196,4798,6796,40
11228,0,2,1984,1588,3127,4766,6791,40
11214,1,8,1984,1521,3035,4652,6785,40
11197,1,8,1984,1427,2865,4516,6778,40
11188,1,8,1984,1568,3095,4691,6773,40
11177,1,8,1984,1606,3134,4764,6770,40
11172,1,8,1984,1664,3251,4856,6769,40
11158,1,8,1984,1560,3051,4649,6765,40
11147,1,8,1984,1599,3156,4789,6762,40
11134,1,8,1984,1377,2811,4471,6756,40
11108,1,8,1984,1628,3211,4831,6747,40
11079,1,8,1984,1400,2923,4574,6737,40
11078,1,8,1984,1539,3100,4749,6737,40
11067,1,8,1984,1501,2980,4587,6731,40
11003,1,8,1984,1540,3049,4613,6714,40
10998,1,8,1984,1466,2930,4576,6712,40
10973,0,2,1984,1487,2979,4603,6704,40
10956,1,8,1984,1599,3093,4668,6699,40
10955,1,8,1984,1552,3071,4655,6699,40
10915,0,2,1984,1526,3045,4668,6685,40
10878,1,8,1984,1544,3046,4636,6673,40
10877,1,8,1984,1422,2840,4414,6672,40
10871,1,8,1984,1588,3095,4672,6670,40
10856,1,8,1984,1623,3126,4682,6664,40
10833,1,8,1984,1571,3037,4620,6655,40
10829,1,8,1984,1582,3083,4640,6654,40
10828,1,8,1984,1609,3115,4680,6654,40
10818,0,2,1984,1549,3061,4660,6648,40
10791,1,8,1984,1507,2999,4591,6638,40
10742,1,8,1984,1531,3015,4552,6622,40
10734,1,8,1984,1548,3088,4675,6619,40
10723,1,8,1984,1540,3053,4638,6614,40
10690,1,8,1984,1532,3016,4583,6604,40
10689,1,8,1984,1535,3046,4648,6602,40
10665,1,8,1984,1490,2957,4524,6594,40
10645,1,8,1984,1485,2944,4475,6589,40
10636,1,8,1984,1568,3096,4697,6588,40
10553,1,8,1984,1531,3008,4571,6564,40
10493,0,2,1984,1588,3086,4625,6544,40
10463,1,8,1984,1544,3006,4556,6537,40
10403,1,8,1984,1560,3044,4608,6515,40
10347,1,8,1984,1563,3054,4568,6499,40
10341,1,8,1984,1533,3029,4575,6495,40
10319,0,2,1984,1563,3059,4606,6490,40
10243,1,8,1984,1411,2795,4259,6458,40
10196,1,8,1984,1450,2923,4477,6443,40
10164,1,8,1984,1402,2843,4400,6433,40
10154,1,8,1984,1503,3025,4597,6427,40
10123,1,8,1984,1571,3048,4556,6410,40
10091,1,8,1984,1497,2956,4487,6398,40
9967,1,8,1984,1489,2922,4433,6359,40
9951,1,8,1984,1491,2956,4457,6353,40
9932,1,8,1984,1471,2924,4428,6341,40
9912,1,8,1984,1466,2864,4372,6334,40
9902,1,8,1984,1471,2893,4409,6332,40
9878,1,8,1984,1517,2975,4471,6322,40
9849,1,8,1984,1443,2838,4344,6315,40
9798,1,8,1984,1485,2920,4429,6299,40
9753,1,8,1984,1561,3023,4498,6287,40
9752,1,8,1984,1464,2890,4383,6286,40
9745,1,8,1984,1502,2954,4449,6285,40
9736,1,8,1984,1523,2965,4447,6281,40
9714,0,2,1984,1426,2813,4342,6273,40
9664,1,8,1984,1500,2895,4398,6249,40
9593,0,2,1984,1491,2903,4420,6221,40
9554,0,2,1984,1429,2837,4343,6210,40
9536,1,8,1984,1315,2657,4182,6199,40
9502,1,8,1984,1453,2852,4324,6177,40
9500,1,8,1984,1514,2950,4399,6175,40
9463,1,8,1984,1443,2804,4267,6159,40
9453,1,8,1984,1444,2849,4316,6153,40
