,Płeć,Kategoria wiekowa,Rocznik,Czas_na_5km,Czas_na_10km,Czas_na_15km,Czas_półmaratonu,Wiek
9359,1,8,1984,1420,2819,4274,6093,40
9313,1,8,1984,1409,2803,4256,6068,40
9306,1,8,1984,1471,2898,4337,6065,40
9272,1,8,1984,1339,2711,4175,6050,40
9261,1,8,1984,1370,2782,4265,6046,40
9199,1,8,1984,1388,2755,4205,6012,40
9196,1,8,1984,1428,2799,4243,6011,40
9179,1,8,1984,1413,2796,4217,6003,40
9165,1,8,1984,1393,2754,4186,5996,40
9153,1,8,1984,1396,2759,4200,5990,40
9143,1,8,1984,1411,2793,4220,5987,40
9049,1,8,1984,1414,2779,4198,5949,40
9020,1,8,1984,1377,2730,4168,5935,40
9018,1,8,1984,1389,2744,4146,5934,40
8870,1,8,1984,1338,2652,4055,5834,40
8767,0,2,1984,1316,2628,4001,5746,40
8763,0,2,1984,1320,2628,4016,5743,40
8762,1,8,1984,1320,2621,4007,5742,40
8757,1,8,1984,1298,2598,3973,5736,40
8713,1,8,1984,1337,2637,4005,5696,40
8695,1,8,1984,1333,2608,3962,5684,40
8679,1,8,1984,1362,2635,3967,5672,40
8668,1,8,1984,1301,2597,3951,5666,40
8633,1,8,1984,1370,2635,3972,5645,40
8625,1,8,1984,1251,2524,3897,5639,40
8618,1,8,1984,1303,2575,3917,5631,40
8616,1,8,1984,1304,2563,3886,5629,40
8614,1,8,1984,1242,2524,3884,5629,40
8504,1,8,1984,1315,2553,3881,5523,40
8484,1,8,1984,1265,2514,3829,5497,40
8450,1,8,1984,1211,2449,3778,5454,40
8431,1,8,1984,1274,2493,3784,5430,40
8424,1,8,1984,1251,2474,3776,5426,40
8373,1,8,1984,1254,2476,3760,5377,40
8320,1,8,1984,1249,2459,3724,5317,40
8317,1,8,1984,1250,2472,3734,5306,40
8287,1,8,1984,1250,2469,3731,5245,40
8242,1,8,1984,1237,2423,3648,5166,40
8239,1,8,1984,1190,2341,3568,5144,40
8215,1,8,1984,1129,2244,3427,5068,40
8177,1,8,1984,1130,2260,3445,4921,40
8159,1,8,1984,1115,2209,3360,4817,40
8147,1,8,1984,1115,2209,3339,4763,40
8142,1,8,1984,1091,2167,3287,4710,40
8137,1,8,1984,1119,2191,3303,4682,40
8136,1,8,1984,1132,2264,3335,4682,40
8135,1,8,1984,1090,2158,3284,4677,40
8053,1,7,1984,2214,4524,7136,10713,40
7940,0,1,1984,2175,4441,7012,10186,40
7876,0,1,1984,2230,4550,6906,9951,40
7875,1,7,1984,2168,4269,6600,9950,40
7873,0,1,1984,2163,4264,6597,9947,40
7834,1,7,1984,2100,4329,6762,9858,40
7811,1,7,1984,2068,4269,6632,9802,40
7795,1,7,1984,1919,3976,6289,9766,40
7783,1,7,1984,2220,4436,6788,9742,40
7603,1,7,1984,1849,3792,6129,9370,40
7595,0,1,1984,2005,4095,6341,9363,40
7573,0,1,1984,2037,4184,6428,9325,40
7566,1,7,1984,1993,4108,6307,9318,40
7534,0,1,1984,2056,4152,6346,9280,40
7513,1,7,1984,1821,3791,6126,9248,40
7502,0,1,1984,1924,3915,6251,9238,40
7497,0,1,1984,1952,4119,6335,9230,40
7472,0,1,1984,2090,4205,6400,9206,40
7455,1,7,1984,1876,3845,5951,9195,40
7448,1,7,1984,1872,3839,5943,9189,40
7357,1,7,1984,2261,4521,6623,9095,40
7291,1,7,1984,2015,4042,6220,9027,40
7282,1,7,1984,2071,4138,6270,9024,40
7275,0,1,1984,1991,4155,6239,9019,40
7267,1,7,1984,1870,3879,5972,9013,40
7245,1,7,1984,2053,4226,6481,8991,40
7204,0,1,1984,2035,4051,6201,8950,40
7188,1,7,1984,1885,3829,5970,8932,40
7174,1,7,1984,1840,3794,5982,8916,40
7167,1,7,1984,1966,3944,6078,8912,40
7159,1,7,1984,1959,3900,5994,8902,40
7074,1,7,1984,2028,4329,6233,8826,40
7066,1,7,1984,1881,3984,6112,8818,40
7007,0,1,1984,1961,3960,6048,8753,40
6973,0,1,1984,1983,3964,6027,8719,40
6971,1,7,1984,1972,3909,5887,8718,40
6935,1,7,1984,1984,3981,6048,8690,40
6921,0,1,1984,2058,4052,6101,8682,40
6855,1,7,1984,1692,3505,5611,8640,40
6817,0,1,1984,2012,3936,5988,8604,40
6810,1,7,1984,1997,3950,5946,8596,40
6799,0,1,1984,1999,3957,5974,8588,40
6718,1,7,1984,1870,3775,5823,8521,40
6670,0,1,1984,1913,3817,5862,8482,40
6638,1,7,1984,1710,3551,5637,8461,40
6632,1,7,1984,1775,3684,5747,8456,40
6617,0,1,1984,1898,3855,5861,8447,40
6594,1,7,1984,1946,3824,5800,8434,40
6573,1,7,1984,1697,3535,5555,8418,40
6543,0,1,1984,1960,3866,5873,8392,40
6492,1,7,1984,1707,3568,5636,8353,40
6457,0,1,1984,1796,3732,5730,8326,40
6439,0,1,1984,1954,3877,5856,8310,40
6363,1,7,1984,1899,3800,5720,8255,40
6362,1,7,1984,1911,3819,5801,8255,40
6347,0,1,1984,1905,3812,5775,8246,40
6338,0,1,1984,1928,3776,5748,8237,40
6330,0,1,1984,1893,3748,5692,8233,40
6326,0,1,1984,1901,3779,5753,8231,40
6320,1,7,1984,1809,3666,5595,8230,40
6230,1,7,1984,1937,3810,5796,8171,40
6191,0,1,1984,1742,3583,5572,8137,40
6185,0,1,1984,1809,3666,5600,8131,40
6158,1,7,1984,1906,3754,5657,8117,40
6142,0,1,1984,1826,3622,5484,8105,40
6084,0,1,1984,1859,3716,5678,8073,40
6068,1,7,1984,1915,3813,5765,8065,40
5996,0,1,1984,1894,3706,5600,8029,40
5958,1,7,1984,1728,3495,5439,8012,40
5914,1,7,1984,1869,3690,5563,7989,40
5788,1,7,1984,1808,3604,5346,7931,40
5763,0,1,1984,1825,3653,5519,7916,40
5756,0,1,1984,1755,3590,5492,7914,40
5697,1,7,1984,1794,3568,5447,7882,40
5654,0,1,1984,1653,3392,5306,7857,40
5634,1,7,1984,1850,3624,5453,7844,40
5603,0,1,1984,1807,3591,5428,7828,40
5597,0,1,1984,1699,3498,5350,7825,40
5550,1,7,1984,1813,3604,5470,7805,40
5492,1,7,1984,1766,3530,5379,7781,40
5489,1,7,1984,1783,3572,5431,7780,40
5439,0,1,1984,1730,3471,5340,7757,40
5422,1,7,1984,1573,3201,5106,7749,40
5413,0,1,1984,1714,3474,5392,7742,40
5393,1,7,1984,1536,3967,5617,7735,40
5385,1,7,1984,1756,3524,5347,7732,40
5359,1,7,1984,1909,3710,5534,7719,40
5351,1,7,1984,1675,3341,5085,7715,40
5286,1,7,1984,1606,3236,5100,7689,40
5260,0,1,1984,1771,3565,5439,7677,40
5258,1,7,1984,1672,3419,5207,7676,40
5160,1,7,1984,1694,3422,5226,7632,40
5123,0,1,1984,1652,3364,5163,7617,40
5107,1,7,1984,1715,3448,5319,7607,40
5105,0,1,1984,1646,3308,5111,7606,40
5086,1,7,1984,1665,3365,5162,7595,40
5028,1,7,1984,1850,3623,5401,7570,40
5026,1,7,1984,1664,3247,5050,7569,40
4930,1,7,1984,1653,3322,5139,7528,40
4912,0,1,1984,1706,3454,5202,7521,40
4902,1,7,1984,1777,3516,5340,7518,40
4893,1,7,1984,1821,3597,5370,7517,40
4818,0,1,1984,1693,3419,5198,7488,40
4724,1,7,1984,1725,3433,5203,7452,40
4697,0,1,1984,1702,3418,5183,7444,40
4686,1,7,1984,1716,3379,5153,7439,40
4634,1,7,1984,1625,3390,5152,7419,40
4633,1,7,1984,1931,3728,5502,7418,40
4621,1,7,1984,1570,3161,4893,7412,40
4602,1,7,1984,1727,3398,5053,7407,40
4572,1,7,1984,1707,3408,5200,7392,40
4560,1,7,1984,1612,3268,4992,7387,40
4542,0,1,1984,1664,3360,5130,7380,40
4490,1,7,1984,1674,3340,5082,7357,40
4487,0,1,1984,1643,3323,5095,7355,40
4459,1,7,1984,1668,3345,5103,7344,40
4445,0,1,1984,1654,3301,5019,7340,40
4410,0,1,1984,1614,3281,5036,7328,40
4390,0,1,1984,1699,3389,5122,7319,40
4347,0,1,1984,1670,3331,5071,7305,40
4343,1,7,1984,1740,3453,5220,7303,40
4250,1,7,1984,1673,3331,5040,7269,40
4226,1,7,1984,1659,3275,4973,7260,40
4187,1,7,1984,1744,3331,4999,7243,40
4186,1,7,1984,1613,3239,4977,7243,40
4183,1,7,1984,1633,3308,4985,7242,40
4169,0,1,1984,1620,3286,5009,7238,40
4165,0,1,1984,1776,3478,5130,7238,40
4148,1,7,1984,1696,3343,5070,7232,40
4146,1,7,1984,1659,3377,5095,7231,40
4112,1,7,1984,1601,3198,4882,7221,40
4084,0,1,1984,1516,3102,4876,7213,40
4073,1,7,1984,1647,3335,5062,7211,40
3975,1,7,1984,1679,3355,5003,7179,40
3971,0,1,1984,1600,3210,4899,7178,40
3960,1,7,1984,1637,3261,4949,7175,40
3949,1,7,1984,1551,3127,4840,7171,40
3947,0,1,1984,1598,3223,4933,7170,40
3938,0,1,1984,1666,3306,5015,7167,40
3934,0,1,1984,1609,3249,4960,7167,40
3919,1,7,1984,1587,3223,4945,7163,40
3881,1,7,1984,1691,3339,4990,7155,40
3861,1,7,1984,1604,3183,4886,7149,40
3853,0,1,1984,1616,3211,4937,7147,40
3841,1,7,1984,1633,3265,4972,7143,40
3839,0,1,1984,1634,3269,4973,7143,40
3796,0,1,1984,1578,3201,4940,7131,40
3746,1,7,1984,1616,3230,4911,7115,40
3708,1,7,1984,1592,3271,4941,7104,40
3688,1,7,1984,1600,3176,4836,7099,40
3669,1,7,1984,1603,3256,4967,7091,40
3613,0,1,1984,1627,3246,4928,7072,40
3599,1,7,1984,1637,3273,4946,7067,40
3588,1,7,1984,1589,3170,4843,7065,40
3554,1,7,1984,1660,3283,4967,7055,40
3522,1,7,1984,1718,3410,5088,7047,40
3500,1,7,1984,1615,3255,4924,7041,40
3483,0,1,1984,1613,3236,4931,7036,40
3481,0,1,1984,1704,3307,4940,7036,40
3435,0,1,1984,1656,3301,4958,7016,40
3396,1,7,1984,1765,3296,4900,7004,40
3357,1,7,1984,1518,3073,4703,6993,40
3337,1,7,1984,1657,3278,4944,6985,40
3248,1,7,1984,1566,3140,4797,6957,40
3218,1,7,1984,1545,3075,4685,6946,40
3217,1,7,1984,1595,3141,4766,6945,40
3205,1,7,1984,1606,3198,4819,6943,40
3187,1,7,1984,1672,3284,4905,6936,40
3171,1,7,1984,1500,3026,4672,6929,40
3168,1,7,1984,1542,3130,4824,6926,40
3121,0,1,1984,1609,3189,4839,6905,40
3078,0,1,1984,1565,3106,4753,6891,40
3073,1,7,1984,1451,2926,4566,6889,40
3030,1,7,1984,1544,3097,4715,6873,40
3008,1,7,1984,1580,3139,4776,6868,40
2987,1,7,1984,1544,3093,4728,6859,40
2945,1,7,1984,1557,3116,4732,6848,40
2944,0,1,1984,1556,3094,4708,6848,40
2836,0,1,1984,1609,3195,4852,6808,40
2748,1,7,1984,1417,2924,4595,6776,40
2738,0,1,1984,1580,3131,4755,6771,40
2726,1,7,1984,1376,2751,4369,6766,40
2707,1,7,1984,1510,3030,4655,6754,40
2688,0,1,1984,1473,3009,4630,6744,40
2660,1,7,1984,1455,2999,4633,6733,40
2648,1,7,1984,1492,3022,4609,6728,40
2628,1,7,1984,1519,3043,4669,6722,40
2625,1,7,1984,1535,3034,4644,6721,40
2603,1,7,1984,1485,2956,4559,6707,40
2545,1,7,1984,1558,3108,4711,6688,40
2542,1,7,1984,1479,2910,4390,6686,40
2521,0,1,1984,1528,3048,4648,6679,40
2518,1,7,1984,1545,3086,4630,6676,40
2509,1,7,1984,1488,2966,4525,6671,40
2487,1,7,1984,1505,3043,4643,6664,40
2467,1,7,1984,1538,3066,4654,6653,40
2466,1,7,1984,1454,2959,4533,6653,40
2449,1,7,1984,1534,3074,4680,6646,40
2399,1,7,1984,1542,3051,4611,6630,40
2366,1,7,1984,1463,2933,4512,6619,40
2364,1,7,1984,1550,3085,4674,6618,40
2342,1,7,1984,1534,3057,4628,6611,40
2326,0,1,1984,1493,3011,4588,6606,40
2284,0,1,1984,1521,3018,4555,6596,40
2266,0,1,1984,1458,2945,4549,6588,40
2247,0,1,1984,1467,2959,4539,6582,40
2166,1,7,1984,1530,3023,4647,6555,40
2144,1,7,1984,1581,3093,4626,6547,40
2142,1,7,1984,1549,3059,4600,6547,40
2111,1,7,1984,1532,2996,4546,6534,40
2054,1,7,1984,1470,2888,4445,6516,40
2024,1,7,1984,1455,2894,4435,6505,40
2014,1,7,1984,1517,3024,4567,6502,40
1978,1,7,1984,1439,2900,4495,6488,40
1948,1,7,1984,1451,2932,4503,6481,40
1892,1,7,1984,1517,3036,4583,6454,40
1853,0,1,1984,1378,2741,4178,6437,40
1846,1,7,1984,1447,2915,4466,6435,40
1833,1,7,1984,1475,2931,4430,6430,40
1809,0,1,1984,1460,2896,4420,6418,40
1776,1,7,1984,1442,2872,4413,6400,40
1750,1,7,1984,1495,2953,4464,6387,40
1735,1,7,1984,1484,3007,4525,6382,40
1721,0,1,1984,1421,2865,4382,6377,40
1678,1,7,1984,1555,2999,4480,6361,40
1663,1,7,1984,1398,2808,4320,6354,40
1615,1,7,1984,1459,2886,4394,6337,40
1592,1,7,1984,1505,2975,4485,6330,40
1574,1,7,1984,1460,2864,4424,6323,40
1567,1,7,1984,1495,2937,4431,6319,40
1548,1,7,1984,1451,2883,4412,6309,40
1527,1,7,1984,1461,2886,4365,6297,40
1520,0,1,1984,1452,2878,4367,6295,40
1484,1,7,1984,1480,2944,4441,6278,40
1426,1,7,1984,1474,2891,4367,6256,40
1424,1,7,1984,1382,2771,4257,6255,40
1418,1,7,1984,1459,2907,4387,6251,40
1404,1,7,1984,1447,2857,4348,6245,40
1386,1,7,1984,1442,2872,4344,6239,40
1365,1,7,1984,1420,2822,4293,6231,40
1321,1,7,1984,1446,2898,4360,6218,40
1314,1,7,1984,1435,2857,4335,6215,40
1298,1,7,1984,1285,2629,4126,6207,40
1261,1,7,1984,1397,2822,4309,6188,40
1214,1,7,1984,1393,2791,4275,6162,40
1193,0,1,1984,1403,2789,4277,6150,40
1160,1,7,1984,1451,2838,4288,6134,40
1154,1,7,1984,1374,2771,4234,6129,40
1115,1,7,1984,1391,2771,4218,6112,40
1104,1,7,1984,1353,2714,4201,6103,40
1076,1,7,1984,1388,2763,4202,6084,40
1021,1,7,1984,1411,2875,4276,6051,40
987,0,1,1984,1401,2759,4199,6027,40
983,1,7,1984,1347,2680,4087,6021,40
972,1,7,1984,1375,2748,4179,6015,40
949,1,7,1984,1406,2800,4251,5999,40
937,1,7,1984,1384,2759,4199,5992,40
919,1,7,1984,1384,2761,4203,5986,40
870,1,7,1984,1344,2692,4115,5964,40
869,1,7,1984,1334,2660,4090,5962,40
865,1,7,1984,1323,2668,4129,5960,40
858,1,7,1984,1382,2758,4185,5955,40
808,1,7,1984,1386,2774,4170,5920,40
805,1,7,1984,1368,2718,4124,5919,40
803,1,7,1984,1394,2740,4140,5919,40
799,1,7,1984,1382,2755,4180,5914,40
685,1,7,1984,1369,2712,4107,5834,40
662,1,7,1984,1322,2633,4020,5809,40
642,1,7,1984,1332,2645,4027,5791,40
636,1,7,1984,1359,2691,4078,5787,40
633,1,7,1984,1287,2575,3978,5784,40
509,1,7,1984,1296,2580,3921,5650,40
504,1,7,1984,1298,2584,3928,5646,40
471,1,7,1984,1321,2589,3908,5617,40
466,1,7,1984,1234,2487,3817,5613,40
453,1,7,1984,1320,2613,3937,5595,40
447,1,7,1984,1282,2549,3895,5585,40
433,0,1,1984,1289,2587,3920,5569,40
419,1,7,1984,1287,2557,3885,5547,40
418,1,7,1984,1355,2636,3938,5544,40
401,1,7,1984,1304,2581,3901,5523,40
380,1,7,1984,1228,2457,3761,5487,40
289,1,7,1984,1228,2472,3735,5375,40
283,1,7,1984,1221,2450,3740,5365,40
212,1,7,1984,1212,2436,3716,5270,40
166,1,7,1984,1161,2328,3557,5190,40
162,1,7,1984,1210,2395,3630,5178,40
153,1,7,1984,1125,2289,3509,5148,40
88,1,7,1984,1133,2265,3460,4974,40
87,1,7,1984,1163,2301,3468,4974,40
83,1,7,1984,1147,2277,3445,4952,40
75,1,7,1984,1132,2260,3438,4920,40
40,1,7,1984,1127,2217,3365,4816,40
16,1,7,1984,1013,2035,3133,4539,40
18356,0,2,1983,2440,5045,7860,11384,41
18337,0,2,1983,2398,4932,7667,11117,41
18336,0,2,1983,2311,4796,7425,11110,41
18285,0,2,1983,2453,4871,7446,10765,41
18284,0,2,1983,2450,4871,7445,10763,41
18255,0,2,1983,2368,4777,7473,10598,41
18244,0,2,1983,2308,4749,7254,10551,41
18243,0,2,1983,2153,4499,7113,10549,41
18193,1,8,1983,2218,4467,6916,10379,41
18171,0,2,1983,2170,4399,6982,10322,41
18163,0,2,1983,2376,4735,7183,10298,41
18130,1,8,1983,2220,4525,6981,10194,41
18129,1,8,1983,2219,4525,6975,10194,41
18128,0,2,1983,2216,4526,6981,10192,41
18127,0,2,1983,2216,4526,6981,10192,41
18111,0,2,1983,2075,4237,6675,10148,41
18027,0,2,1983,2175,4458,6894,9945,41
17999,0,2,1983,2123,4365,6825,9878,41
17979,1,8,1983,2095,4294,6637,9842,41
17943,1,8,1983,2088,4272,6861,9772,41
17941,1,8,1983,2084,4272,6860,9769,41
17928,0,2,1983,2239,4439,6770,9756,41
17916,0,2,1983,2049,4342,6687,9737,41
17904,1,8,1983,2124,4237,6487,9725,41
17886,1,8,1983,2127,4331,6667,9687,41
17874,1,8,1983,1947,4083,6533,9673,41
17857,1,8,1983,2179,4415,6719,9656,41
17853,0,2,1983,2080,4230,6655,9653,41
17841,1,8,1983,2006,4235,6541,9636,41
17840,0,2,1983,2159,4328,6638,9634,41
17794,1,8,1983,2143,4297,6622,9578,41
17774,0,2,1983,2063,4340,6693,9557,41
17759,0,2,1983,2177,4293,6562,9539,41
17720,1,8,1983,1926,3928,6316,9471,41
17609,1,8,1983,2070,4170,6452,9334,41
17570,1,8,1983,2002,4076,6358,9292,41
17555,0,2,1983,1984,4034,6317,9280,41
17543,0,2,1983,2112,4236,6479,9269,41
17454,0,2,1983,2105,4215,6366,9173,41
17444,0,2,1983,1983,4060,6215,9166,41
17402,1,8,1983,2188,4328,6552,9122,41
17379,1,8,1983,2018,4076,6352,9107,41
17373,0,2,1983,2050,4113,6311,9101,41
17364,1,8,1983,1753,3683,5958,9093,41
17354,1,8,1983,1766,3778,6156,9081,41
17336,0,2,1983,2131,4176,6311,9060,41
17246,1,8,1983,1645,3482,5773,9000,41
17243,0,2,1983,1963,4022,6261,8994,41
17233,1,8,1983,2117,4215,6334,8987,41
17232,1,8,1983,2111,4173,6308,8986,41
17224,1,8,1983,2081,4128,6222,8982,41
17088,1,8,1983,1960,3960,6144,8894,41
17049,0,2,1983,2162,4145,6259,8864,41
17047,1,8,1983,1910,3896,6046,8864,41
16988,1,8,1983,1819,3749,5924,8828,41
16984,1,8,1983,1868,3716,5888,8827,41
16943,0,2,1983,2068,4088,6183,8806,41
16938,1,8,1983,2068,4089,6185,8804,41
16912,1,8,1983,1790,3608,5772,8781,41
16886,1,8,1983,1972,3934,6022,8766,41
16879,0,2,1983,2031,4005,6098,8759,41
16868,0,2,1983,1858,3834,6048,8750,41
16733,0,2,1983,1964,3943,6026,8661,41
16729,1,8,1983,2009,3921,5971,8660,41
16715,0,2,1983,1964,3942,6026,8654,41
16693,0,2,1983,1867,3782,5886,8643,41
16689,0,2,1983,1912,3816,5864,8638,41
16655,0,2,1983,1892,3851,5962,8616,41
16641,1,8,1983,1926,3766,5789,8607,41
16632,0,2,1983,1922,3833,5886,8601,41
16628,1,8,1983,1757,3616,5720,8599,41
16564,0,2,1983,1932,3851,5874,8561,41
16555,0,2,1983,1875,3771,5860,8555,41
16542,0,2,1983,1916,3765,5757,8551,41
16512,1,8,1983,1809,3697,5756,8536,41
16469,0,2,1983,1869,3728,5797,8513,41
16460,0,2,1983,1866,3869,5959,8510,41
16453,1,8,1983,1996,3949,5989,8509,41
16438,0,2,1983,2050,3999,5987,8499,41
16408,1,8,1983,1961,3846,5867,8485,41
16396,0,2,1983,1907,3817,5849,8476,41
16374,1,8,1983,1909,3767,5844,8464,41
16362,0,2,1983,1967,3854,5857,8457,41
16291,0,2,1983,1940,3851,5887,8426,41
16272,0,2,1983,1927,3854,5891,8415,41
16268,1,8,1983,1569,3356,5478,8414,41
16266,1,8,1983,1748,3626,5764,8413,41
16264,0,2,1983,2053,3967,5960,8413,41
16236,0,2,1983,1905,3834,5876,8401,41
16204,0,2,1983,1847,3685,5651,8387,41
16175,0,2,1983,1931,3815,5822,8371,41
16135,1,8,1983,1709,3474,5501,8349,41
16073,1,8,1983,1985,3973,5980,8323,41
16017,0,2,1983,1872,3796,5824,8297,41
15986,1,8,1983,1979,3920,5889,8280,41
15981,1,8,1983,1978,3915,5856,8279,41
15974,0,2,1983,1815,3639,5634,8276,41
15917,1,8,1983,2005,3859,5783,8254,41
15844,0,2,1983,1919,3767,5757,8219,41
15823,0,2,1983,1797,3598,5597,8212,41
15797,0,2,1983,1880,3778,5731,8200,41
15762,1,8,1983,1925,3813,5773,8186,41
15753,1,8,1983,1816,3556,5531,8183,41
15684,1,8,1983,1951,3833,5836,8156,41
15667,0,2,1983,1959,3860,5846,8152,41
15665,1,8,1983,1726,3484,5408,8150,41
15622,1,8,1983,1702,3347,5770,8130,41
15616,0,2,1983,1897,3751,5698,8128,41
15600,1,8,1983,1751,3494,5520,8120,41
15598,1,8,1983,1900,3807,5734,8119,41
15585,0,2,1983,1792,3691,5641,8114,41
15560,0,2,1983,1819,3591,5500,8106,41
15559,0,2,1983,1861,3682,5617,8105,41
15384,1,8,1983,1924,3694,5659,8030,41
15366,0,2,1983,1811,3619,5544,8022,41
15346,1,8,1983,1894,3681,5568,8016,41
15310,1,8,1983,1830,3577,5507,8000,41
15305,1,8,1983,1894,3735,5691,7997,41
15261,1,8,1983,1794,3545,5374,7979,41
15257,0,2,1983,1909,3766,5660,7976,41
15254,0,2,1983,1751,3541,5451,7975,41
15230,1,8,1983,1802,3607,5499,7964,41
15225,0,2,1983,1950,3888,5770,7963,41
15166,0,2,1983,1865,3679,5585,7940,41
15153,0,2,1983,1725,3384,5277,7936,41
15081,0,2,1983,1825,3610,5456,7906,41
15039,0,2,1983,1862,3665,5551,7897,41
15001,0,2,1983,1834,3609,5512,7881,41
14994,0,2,1983,1895,3692,5580,7878,41
14973,0,2,1983,1850,3677,5577,7873,41
14861,0,2,1983,1669,3393,5338,7838,41
14857,1,8,1983,1816,3615,5487,7836,41
14847,0,2,1983,1912,3750,5612,7834,41
14826,0,2,1983,1784,3576,5453,7827,41
14804,1,8,1983,1753,3467,5338,7823,41
14780,1,8,1983,1772,3599,5507,7814,41
14769,1,8,1983,1849,3620,5491,7810,41
14753,1,8,1983,1657,3296,5140,7805,41
14730,1,8,1983,1839,3626,5488,7798,41
14729,0,2,1983,1778,3519,5394,7798,41
14696,1,8,1983,1757,3454,5340,7789,41
14665,0,2,1983,1856,3629,5470,7776,41
14571,0,2,1983,1882,3651,5483,7744,41
14515,1,8,1983,1669,3384,5385,7725,41
14500,0,2,1983,1750,3487,5341,7719,41
14491,1,8,1983,1677,3341,5201,7717,41
14466,1,8,1983,1815,3565,5434,7711,41
14441,1,8,1983,1809,3571,5392,7701,41
14431,0,2,1983,1551,3315,5451,7698,41
14412,1,8,1983,1662,3281,5083,7691,41
14404,1,8,1983,1804,3535,5388,7688,41
14383,0,2,1983,1776,3505,5337,7679,41
14378,0,2,1983,1813,3515,5388,7678,41
14341,1,8,1983,1806,3528,5296,7666,41
14270,1,8,1983,1667,3271,5204,7646,41
14248,0,2,1983,1838,3583,5450,7639,41
14235,0,2,1983,1730,3463,5335,7637,41
14189,1,8,1983,1797,3583,5394,7620,41
14143,0,2,1983,1606,3230,4993,7608,41
14141,1,8,1983,1837,3556,5348,7608,41
14127,1,8,1983,1836,3553,5345,7602,41
14121,1,8,1983,1722,3407,5202,7602,41
14110,1,8,1983,1747,3507,5334,7598,41
14093,1,8,1983,1774,3507,5306,7591,41
13989,0,2,1983,1747,3460,5250,7557,41
13984,1,8,1983,1617,3284,5156,7557,41
13942,1,8,1983,1622,3176,4983,7545,41
13891,1,8,1983,1633,3310,5076,7529,41
13868,1,8,1983,1742,3449,5227,7525,41
13842,1,8,1983,1739,3400,5145,7517,41
13759,1,8,1983,1662,3337,5152,7491,41
13731,0,2,1983,1702,3405,5190,7482,41
13730,1,8,1983,1812,3522,5295,7482,41
13725,1,8,1983,1701,3405,5190,7481,41
13638,0,2,1983,1724,3418,5224,7444,41
13637,1,8,1983,1765,3460,5199,7444,41
13629,0,2,1983,1698,3358,5172,7440,41
13608,1,8,1983,1501,2935,4673,7433,41
13549,0,2,1983,1702,3379,5169,7411,41
13483,1,8,1983,1703,3388,5145,7384,41
13452,1,8,1983,1711,3382,5141,7376,41
13368,1,8,1983,1757,3457,5224,7351,41
13362,0,2,1983,1729,3402,5161,7349,41
13361,0,2,1983,1826,3501,5207,7349,41
13328,1,8,1983,1675,3337,5196,7338,41
13322,1,8,1983,1591,3194,4956,7334,41
13300,1,8,1983,1710,3381,5130,7326,41
13299,1,8,1983,1705,3351,5112,7325,41
13286,0,2,1983,1822,3494,5217,7323,41
13270,0,2,1983,1812,3455,5175,7316,41
13236,0,2,1983,1635,3301,5068,7302,41
13227,1,8,1983,1722,3395,5149,7299,41
13203,1,8,1983,1782,3446,5184,7292,41
13189,0,2,1983,1702,3393,5133,7287,41
13156,0,2,1983,1660,3306,5073,7276,41
13135,1,8,1983,1762,3408,5128,7272,41
13080,0,2,1983,1711,3356,5075,7258,41
13071,1,8,1983,1747,3408,5173,7256,41
13045,1,8,1983,1631,3302,5143,7246,41
13040,0,2,1983,1679,3322,5119,7245,41
12983,0,2,1983,1707,3335,5063,7226,41
12970,1,8,1983,1660,3303,5035,7222,41
12935,1,8,1983,1631,3356,5020,7214,41
12810,1,8,1983,1628,3215,4920,7188,41
12781,1,8,1983,1719,3383,5095,7184,41
12773,0,2,1983,1716,3375,5092,7183,41
12744,1,8,1983,1542,3118,4865,7178,41
12733,0,2,1983,1714,3372,5102,7176,41
12698,1,8,1983,1588,3196,4964,7168,41
12683,1,8,1983,1691,3324,5027,7166,41
12671,1,8,1983,1676,3295,5000,7164,41
12612,1,8,1983,1684,3326,5033,7151,41
12594,1,8,1983,1672,3320,5033,7147,41
12582,1,8,1983,1675,3293,4992,7145,41
12571,1,8,1983,1618,3226,4913,7141,41
12563,0,2,1983,1633,3330,5083,7140,41
12459,0,2,1983,1671,3300,4998,7111,41
12440,1,8,1983,1623,3197,4827,7107,41
12400,1,8,1983,1703,3324,5015,7099,41
12397,0,2,1983,1613,3237,4960,7099,41
12393,1,8,1983,1711,3308,5010,7096,41
12347,1,8,1983,1637,3224,4915,7087,41
12314,0,2,1983,1586,3147,4867,7079,41
12299,1,8,1983,1568,3148,4887,7074,41
12265,0,2,1983,1661,3290,4988,7066,41
12200,1,8,1983,1618,3217,4905,7051,41
12171,0,2,1983,1584,3187,4893,7041,41
12065,1,8,1983,1593,3188,4879,7013,41
12051,1,8,1983,1647,3252,4907,7010,41
12044,1,8,1983,1623,3154,4776,7009,41
12015,1,8,1983,1561,3120,4806,7001,41
11995,1,8,1983,1637,3271,4933,6997,41
11964,0,2,1983,1686,3290,4943,6991,41
11953,0,2,1983,1673,3306,4984,6988,41
11942,1,8,1983,1625,3221,4872,6983,41
11886,1,8,1983,1689,3280,4921,6967,41
11849,1,8,1983,1607,3315,4995,6960,41
11829,0,2,1983,1629,3218,4913,6956,41
11820,1,8,1983,1595,3148,4789,6952,41
11782,1,8,1983,1504,3041,4699,6945,41
11758,1,8,1983,1690,3293,4928,6937,41
